id,name,gender,gender_probability,age,age_group,country_id,country_name,country_probability,created_at
019dcbc5-bf39-75b1-a96e-c56b81e34b28,"Awino Hassan",female,0.66,68,senior,TZ,"Tanzania",0.6,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7aa9-bfa0-76be28f7c8ef,"Mercy Agyei",female,0.79,9,child,NG,"Nigeria",0.11,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7263-90ec-1c58d41b4639,"Hassan Girma",male,0.85,37,adult,UG,"Uganda",0.38,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7eb7-89e4-ff9fbae06e09,"Nabil Saidi",male,0.8,80,senior,SD,"Sudan",0.49,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7be4-a7ed-cbb13efb6f7d,"Kimberly Scott",female,0.9,5,child,US,"United States",0.34,2026-04-26T21:50:27.641Z
019dcbc5-bf39-75a0-ad0b-45525a7b8855,"Nandi Girma",female,0.8,57,adult,MG,"Madagascar",0.4,2026-04-26T21:50:27.641Z
019dcbc5-bf39-774f-b118-cc99b8e96d71,"John Adams",male,0.98,37,adult,GB,"United Kingdom",0.52,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7780-8ecc-88e396f9fd22,"Elizabeth Harris",female,0.77,32,adult,IN,"India",0.11,2026-04-26T21:50:27.641Z
019dcbc5-bf39-732f-8d65-ad44ab34fc2f,"Anne Kasavubu",female,0.88,43,adult,CM,"Cameroon",0.29,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7891-b9e3-7a24669e1595,"Yaa Adomou",female,0.78,50,adult,CV,"Cape Verde",0.28,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7a6b-9b49-05ec95081496,"Miséricorde Eyeghe",female,0.88,45,adult,CG,"Republic of the Congo",0.36,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7144-9069-d0be8c200f50,"Odhiambo Kamau",male,0.7,64,senior,MZ,"Mozambique",0.48,2026-04-26T21:50:27.641Z
019dcbc5-bf39-737a-892e-42205a2096a7,"Zanele Moyo",female,0.9,58,adult,ZA,"South Africa",0.6,2026-04-26T21:50:27.641Z
019dcbc5-bf39-786e-a8a3-311b49c0b56f,"Paul Sidibé",male,0.75,40,adult,ML,"Mali",0.23,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7447-8cf4-20042efbc281,"Tafadzwa Cele",male,0.92,37,adult,ZA,"South Africa",0.5,2026-04-26T21:50:27.641Z
019dcbc5-bf39-76be-9682-33467bef8ddb,"Tanaka Khumalo",male,0.9,24,adult,ZA,"South Africa",0.5,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7b13-8dd8-2c951cf76e70,"Thandiwe Dube",female,0.81,15,teenager,AO,"Angola",0.52,2026-04-26T21:50:27.641Z
019dcbc5-bf39-763a-84ab-c028b3ebc6c2,"Tendai Mwangi",male,0.75,6,child,TZ,"Tanzania",0.4,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7fe4-ba16-1ac923e12bfb,"Susan Edwards",female,0.83,54,adult,IN,"India",0.42,2026-04-26T21:50:27.641Z
019dcbc5-bf39-7c2c-86ff-d552e6013a29,"Véronique Mukendi",female,0.77,55,adult,CD,"DR Congo",0.24,2026-04-26T21:50:27.641Z
019dcbc5-bf3a-79d0-8d39-73803e7ae4c4,"Kevin King",male,0.68,35,adult,FR,"France",0.62,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-72b4-a9ac-c94490eef938,"Zanele Mnguni",female,0.68,30,adult,KE,"Kenya",0.85,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-72a4-9c6f-c1c7efb03739,"Tadesse Achieng",male,0.83,34,adult,UG,"Uganda",0.49,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-761d-a646-84fc9e78728e,"Rakiya Otieno",female,0.97,14,teenager,KE,"Kenya",0.38,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-76c6-b1ca-a6dfc084401b,"Mazvita Ndebele",female,0.76,50,adult,ZM,"Zambia",0.91,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7249-9bc3-7f3fef6e3012,"Carol Green",female,0.81,55,adult,GB,"United Kingdom",0.65,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-760d-95b4-80b5bbb4dde6,"Kagiso Mohamed",male,0.98,7,child,ER,"Eritrea",0.43,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7263-8e14-e051a82d3601,"Nomsa Ouma",female,0.94,42,adult,UG,"Uganda",0.31,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7282-bd03-244ee0293f9e,"Sadiya Awino",female,0.7,17,teenager,TZ,"Tanzania",0.24,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7eee-8a64-5413cd436ae7,"Fortuné Mboumba",male,0.95,17,teenager,GA,"Gabon",0.53,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-77ad-a6e9-ed27b4a791a0,"Ayasha Kamau",female,0.82,46,adult,RW,"Rwanda",0.68,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7d72-ae99-cb64d0dbeab3,"Adaeze Coulibaly",female,0.73,41,adult,NG,"Nigeria",0.6,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7ca5-b09e-6c8912a56892,"Adhiambo Mnguni",female,0.79,83,senior,KE,"Kenya",0.47,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-717f-9b8b-dd262345ebd0,"Maame Kaboré",female,0.8,56,adult,SN,"Senegal",0.29,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7044-888b-672c03271983,"Rumbidzai Mnguni",female,0.96,32,adult,NA,"Namibia",0.26,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-78ba-9ae9-8fca9283f3a4,"Généreuse Mboumba",female,0.71,40,adult,CD,"DR Congo",0.39,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7ac9-be33-d089a687e34f,"Bayo Ouédraogo",male,0.99,27,adult,NG,"Nigeria",0.81,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-783b-8690-b986e4f7c6e2,"Joseph Scott",male,0.83,83,senior,GB,"United Kingdom",0.22,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7178-8e09-2f1bcdf9e000,"Laila Saidi",female,0.66,52,adult,SD,"Sudan",0.57,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7faa-9c10-99437ab3e733,"Sipho Mnguni",male,0.75,60,senior,KE,"Kenya",0.35,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7fb4-95b6-eecddec79cf8,"Esi Sawadogo",female,0.68,46,adult,GM,"Gambia",0.18,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7be6-bb0d-a12dd042de12,"Kunle Gbessi",male,0.84,61,senior,CI,"Côte d'Ivoire",0.72,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-74a6-b854-b703658146b9,"Nour Rachidi",female,0.78,32,adult,SD,"Sudan",0.56,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7239-8b88-fbbe29589b53,"Tesfaye Ahmed",male,0.89,58,adult,MZ,"Mozambique",0.88,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7463-80e5-2bff56f519fd,"Aster Getachew",female,0.75,41,adult,ET,"Ethiopia",0.85,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7b51-b3c6-471a61a63ff9,"Bilkisu Abebe",female,0.65,24,adult,TZ,"Tanzania",0.94,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7a2a-a330-a748ddf40e65,"Walid Hajji",male,0.71,29,adult,MA,"Morocco",0.51,2026-04-26T21:50:27.642Z
019dcbc5-bf3a-7a3d-bca8-df843affe5c7,"Zodwa Bekele",female,0.81,36,adult,MW,"Malawi",0.95,2026-04-26T21:50:27.642Z
